0 2
2.94118 3
5.88235 4
8.82353 5
11.7647 6
14.7059 7
17.6471 8
20.5882 11
23.5294 13
26.4706 15
29.4118 17
32.3529 19
35.2941 20
38.2353 22
41.1765 24
44.1176 27
47.0588 30
50 35
52.9412 37
55.8824 38
58.8235 45
61.7647 48
64.7059 51
67.6471 55
70.5882 57
73.5294 63
76.4706 74
79.4118 81
82.3529 81
85.2941 89
88.2353 92
91.1765 97
94.1176 101
97.0588 152
